"Price,Close,High,Low,Open,Volume"
"Ticker,AAPL,AAPL,AAPL,AAPL,AAPL"
"Date,,,,,"
"2015-01-02,24.214893341064453,24.68222562747745,23.776353422468404,24.671150729967486,212818400"
"2015-01-05,23.53272247314453,24.064285483437537,23.346676348927705,23.984550947403974,257142000"
"2015-01-06,23.534936904907227,23.794073292366384,23.173916188735014,23.59695227731193,263188400"
"2015-01-07,23.864946365356445,23.96461367890052,23.632387047364233,23.74312925787633,160423600"
"2015-01-08,24.78189468383789,24.8394811133024,24.075358755914475,24.192746932459276,237458000"
"2015-01-09,24.8084716796875,25.08311190198466,24.409799026520567,24.9546505259873,214798000"
"2015-01-12,24.19717025756836,24.945786907555252,24.09750295530747,24.939142646043436,198603200"
"2015-01-13,24.412012100219727,24.98344228730691,24.121868061955624,24.68000803529737,268367600"
"2015-01-14,24.31899070739746,24.47181381263504,24.03106027700955,24.150662070103355,195826400"
"2015-01-15,23.658967971801758,24.376577089070306,23.623531339856147,24.363288563314725,240056000"
"2015-01-16,23.475135803222656,23.82729694872675,23.300162889264197,23.7054798283151,314053200"
"2015-01-20,24.079792022705078,24.135163140605048,23.588096225386572,23.88488460623004,199599600"
"2015-01-21,24.26362419128418,24.598064521947254,23.980122652281484,24.130732158398505,194303600"
"2015-01-22,24.89484977722168,24.91035361942313,24.30127144897852,24.42087324158633,215185600"
"2015-01-23,25.0233097076416,25.193851962029953,24.702156295129555,24.872700239309875,185859200"
"2015-01-26,25.04989242553711,25.328963322038863,24.983448100517304,25.19164234666351,222460000"
"2015-01-27,24.17281150817871,24.912570412240157,24.148448084734664,24.89928019685748,382274800"
"2015-01-28,25.539371490478516,26.16174394651588,25.539371490478516,26.05321534893324,585908400"
"2015-01-29,26.33449935913086,26.398730047323408,25.59474047597541,25.76306911779753,337745600"
"2015-01-30,25.94911766052246,26.578132655604872,25.88045633543681,26.223757891488575,334982000"
"2015-02-02,26.274696350097656,26.39429814064602,25.709912088376672,26.146236669694193,250956400"
"2015-02-03,26.279125213623047,26.376577203589342,26.04878122769849,26.24590221463348,207662800"
"2015-02-04,26.480676651000977,26.6910878633719,26.203821126664508,26.2459037070971,280598800"
"2015-02-05,26.669687271118164,26.73417145961258,26.516259315856928,26.68747466730253,168984800"
"2015-02-06,26.445104598999023,26.738617841332328,26.338371739759072,26.68747462417415,174826400"
"2015-02-09,26.62075424194336,26.647436170546023,26.333911634242174,26.360595259305203,155559200"
"2015-02-10,27.132184982299805,27.161092674695414,26.718599709283218,26.720822072959173,248034000"
"2015-02-11,27.76813507080078,27.77702961636251,27.238922333336244,27.29895839530153,294247200"
"2015-02-12,28.119461059570312,28.346267722765855,27.921562092612835,28.030517303345807,297898000"
"2015-02-13,28.25732421875,28.301795249028654,27.939351432520557,28.301795249028654,217088800"
"2015-02-17,28.424095153808594,28.65757232057261,28.22174804975162,28.34849236119064,252609600"
"2015-02-18,28.621992111206055,28.63533308100466,28.33959580975443,28.379620415611313,179566800"
"2015-02-19,28.56195831298828,28.6909266937872,28.53527636969285,28.568628798812142,149449600"
"2015-02-20,28.79542350769043,28.79542350769043,28.473004386381607,28.599746957192966,195793600"
"2015-02-23,29.573686599731445,29.573686599731445,28.831009870851535,28.91105908307897,283896400"
"2015-02-24,29.38912582397461,29.707100278847857,29.16676729911174,29.560342838137128,276912400"
"2015-02-25,28.637556076049805,29.262386449737566,28.495246740191888,29.253490207727708,298846800"
"2015-02-26,29.000001907348633,29.10006257703535,28.152816368187036,28.637556382320206,365150000"
"2015-02-27,28.564176559448242,29.0333531655874,28.515257414321187,28.906607182415925,248059200"
"2015-03-02,28.704267501831055,28.968874747744586,28.528605721266338,28.73984568797058,192386800"
"2015-03-03,28.76430320739746,28.799881390989704,28.481906888632807,28.67536114133918,151265200"
"2015-03-04,28.58196449279785,28.80877114769695,28.533048736762723,28.70648812200263,126665200"
"2015-03-05,28.108341217041016,28.628659337495048,27.96380784031683,28.59085879639421,226068400"
"2015-03-06,28.150590896606445,28.76652330753673,28.074989807114648,28.55083525175208,291368400"
"2015-03-09,28.270668029785156,28.811001111095322,27.808161803975942,28.453001986590163,354114000"
"2015-03-10,27.685867309570312,28.288458858638602,27.527992921124646,28.10834895145407,275426400"
"2015-03-11,27.181114196777344,27.74368117108648,27.152208190133276,27.73923474562641,275756000"
"2015-03-12,27.672513961791992,27.772576302192864,27.045463075163788,27.1966669192814,193450800"
"2015-03-13,27.481285095214844,27.88375511761806,27.256704240700735,27.661396626562826,207309200"
"2015-03-16,27.7836971282959,27.7836971282959,27.321192683806192,27.54577357347837,143497200"
"2015-03-17,28.248430252075195,28.31069037432514,27.93935200486218,27.994941642079787,204092400"
"2015-03-18,28.566404342651367,28.71983229121008,28.099451708101018,28.23953698952777,261083600"
"2015-03-19,28.35071563720703,28.739843106737325,28.328480121097527,28.62866382972867,183238000"
"2015-03-20,27.99493980407715,28.550834443294974,27.830394963725297,28.517482020323033,274780400"
"2015-03-23,28.28622817993164,28.428537502319035,28.13280025254547,28.266216726686977,150838800"
"2015-03-24,28.170610427856445,28.470792489858958,28.141702725300167,28.2906842705343,131369200"
"2015-03-25,27.434595108032227,28.199509002111668,27.434595108032227,28.13724888449329,206620800"
"2015-03-26,27.625822067260742,27.768131384433865,27.261154229947007,27.296732407470724,190291600"
"2015-03-27,27.405698776245117,27.728118083263375,27.330097662888065,27.69921207459066,158184800"
"2015-03-30,28.099451065063477,28.10612155024622,27.57246068163208,27.58357928791074,188398800"
"2015-03-31,27.668075561523438,28.12613365015108,27.652510530253405,28.03718988726754,168362400"
"2015-04-01,27.6280517578125,27.821504320484593,27.37233906824674,27.754796072263535,162485600"
"2015-04-02,27.865976333618164,27.919341916192426,27.614711756555614,27.801492143796175,128880400"
"2015-04-06,28.31736183166504,28.35294001500725,27.645839737461767,27.676969799655623,148776000"
"2015-04-07,28.019405364990234,28.488580411799642,28.01273487897068,28.38184924256404,140049200"
"2015-04-08,27.928234100341797,28.1061216224908,27.78814882176073,27.98382373895572,149316800"
"2015-04-09,28.14170265197754,28.146150773802955,27.71922268747943,27.983828256403573,129936000"
"2015-04-10,28.26176643371582,28.28622600566424,27.85262758741642,28.00605380654829,160752000"
"2015-04-13,28.206180572509766,28.588639230734085,28.152814997705434,28.544164808218575,145460400"
"2015-04-14,28.08388328552246,28.30401775731362,27.997163593711978,28.239533579423085,102098400"
"2015-04-15,28.190624237060547,28.268449411082425,28.019408854212415,28.108352637292374,115881600"
"2015-04-16,28.054975509643555,28.261769011778117,28.041634540622283,28.0794350838232,113476000"
"2015-04-17,27.73923110961914,28.04830938065471,27.67474692190119,27.917118641010806,207828000"
"2015-04-20,28.372947692871094,28.488573380415158,27.832616404650924,27.921560154702245,188217200"
"2015-04-21,28.219526290893555,28.50636734678086,28.16615901385577,28.484133526040274,129740400"
"2015-04-22,28.59975242614746,28.65534205744874,28.088328836052234,28.237308640789045,150618000"
"2015-04-23,28.83323097229004,28.999999874384436,28.493022683451226,28.528600863532645,183083600"
"2015-04-24,28.968870162963867,29.04669700871143,28.73539301864322,29.015566948996813,178103600"
"2015-04-27,29.495868682861328,29.60260326009858,29.162330763072063,29.420267568677325,387816800"
"2015-04-28,29.0311279296875,29.916113892359117,28.81099516558888,29.898328196468167,475696000"
"2015-04-29,28.604202270507812,29.26015928080993,28.528601181683193,28.942188199206498,253544400"
"2015-04-30,27.82817268371582,28.604203542961915,27.701428378930867,28.604203542961915,332781600"
"2015-05-01,28.673126220703125,28.93551099968801,27.861519100303585,28.039404872031163,234050400"
"2015-05-04,28.61754608154297,29.033358897210668,28.5197077719741,28.795433608675246,203953200"
"2015-05-05,27.972705841064453,28.561954632389803,27.968257720114217,28.495246389824892,197085600"
"2015-05-06,27.79704475402832,28.1839481830708,27.430152781583676,28.141699512749295,288564000"
"2015-05-07,27.968969345092773,28.152064873884004,27.69209185000593,27.85955733500573,175763600"
"2015-05-08,28.495933532714844,28.495933532714844,28.15876914169282,28.286042868912773,222201600"
"2015-05-11,28.205657958984375,28.482533795746967,28.051589142485113,28.44457535513179,168143200"
"2015-05-12,28.105178833007812,28.330697825742963,27.870726438466505,28.04489029564702,192640000"
"2015-05-13,28.13644027709961,28.399919425982123,28.105180183465016,28.167700370734202,138776800"
"2015-05-14,28.79289436340332,28.79289436340332,28.39321162731524,28.449033447875188,180814000"
"2015-05-15,28.752716064453125,28.913483246079785,28.627675680320152,28.819702957980056,152832000"
"2015-05-18,29.069780349731445,29.18812237147555,28.661164094483212,28.66563079542484,203531600"
"2015-05-19,29.042985916137695,29.223848116196663,28.946970588357917,29.18142297650986,178532800"
"2015-05-20,29.040760040283203,29.24618404892048,28.879992832289595,29.027363340799653,145819600"
"2015-05-21,29.337726593017578,29.391316786883003,28.98939885062926,29.04298904449469,158921600"
"2015-05-22,29.594505310058594,29.690520646920238,29.339957854955138,29.38461805280413,182384000"
"2015-05-26,28.942506790161133,29.677124119570855,28.830863109091734,29.60790558244299,282790400"
"2015-05-27,29.48286247253418,29.53198596589671,29.03852279224789,29.103274629628586,183332800"
"2015-05-28,29.424806594848633,29.462765035348177,29.272972832850446,29.44266999162981,122933200"
"2015-05-29,29.08987808227539,29.351123894449234,29.005027792013937,29.302000400834167,203538000"
"2015-06-01,29.147930145263672,29.337725761952687,29.038521520643027,29.08987665887506,128451200"
"2015-06-02,29.018421173095703,29.17472161334342,28.875517426712925,28.99609107859143,134670400"
"2015-06-03,29.054155349731445,29.237252652834727,29.005031849244972,29.174732453505637,123934000"
"2015-06-04,28.88445472717285,29.15686559498538,28.783976090673622,28.933578221833795,153800400"
